datetime,open,high,low,close,volume
2025-05-01,40841.0,41222.0,40734.0,40855.0,78630
2025-05-02,40820.0,41506.0,40766.0,41427.0,80975
2025-05-05,41405.0,41555.0,41102.0,41319.0,68412
2025-05-06,41319.0,41349.0,40763.0,40918.0,74597
2025-05-07,40814.0,41375.0,40814.0,41214.0,86543
2025-05-08,41156.0,41873.0,41113.0,41468.0,90437
2025-05-09,41477.0,41623.0,41225.0,41323.0,68801
2025-05-12,41846.0,42563.0,41675.0,42493.0,89227
2025-05-13,42525.0,42536.0,42198.0,42228.0,73079
2025-05-14,42245.0,42339.0,42027.0,42117.0,64352
2025-05-15,42090.0,42453.0,41841.0,42385.0,80210
2025-05-16,42440.0,42763.0,42331.0,42736.0,58931
