datetime,open,high,low,close,volume
2025-05-01 04:09:00,19956.5,19956.5,19952.25,19954.0,0
2025-05-01 04:10:00,19954.0,19954.0,19951.25,19953.5,43
2025-05-01 04:11:00,19953.75,19958.25,19951.5,19956.25,46
2025-05-01 04:12:00,19956.5,19957.25,19955.5,19955.5,8
2025-05-01 04:13:00,19955.0,19956.5,19954.75,19955.75,29
2025-05-01 04:14:00,19956.5,19956.5,19954.25,19954.25,18
2025-05-01 04:15:00,19954.5,19954.5,19952.0,19953.5,30
2025-05-01 04:16:00,19953.0,19953.25,19947.25,19947.25,97
2025-05-01 04:17:00,19947.75,19949.25,19945.0,19947.5,53
2025-05-01 04:18:00,19948.0,19950.0,19947.5,19949.25,24
2025-05-01 04:19:00,19949.25,19953.5,19949.25,19953.5,56
2025-05-01 04:20:00,19954.5,19958.25,19954.0,19955.0,71
2025-05-01 04:21:00,19956.0,19956.0,19948.5,19950.0,54
2025-05-01 04:22:00,19951.0,19952.5,19946.5,19948.5,40
2025-05-01 04:23:00,19946.75,19948.25,19943.75,19944.5,56
2025-05-01 04:24:00,19944.25,19945.0,19940.0,19940.0,88
2025-05-01 04:25:00,19939.75,19942.75,19938.25,19939.5,55
2025-05-01 04:26:00,19938.75,19938.75,19934.75,19934.75,56
2025-05-01 04:27:00,19936.0,19939.75,19934.25,19937.25,62
2025-05-01 04:28:00,19937.25,19938.0,19935.25,19935.5,21
2025-05-01 04:29:00,19935.75,19937.75,19935.75,19937.25,15
2025-05-01 04:30:00,19936.5,19938.25,19936.5,19937.5,19
2025-05-01 04:31:00,19936.5,19941.5,19936.0,19938.0,84
2025-05-01 04:32:00,19937.5,19937.5,19934.25,19934.5,39
2025-05-01 04:33:00,19934.25,19941.0,19934.25,19941.0,56
2025-05-01 04:34:00,19941.75,19945.75,19941.75,19945.75,48
2025-05-01 04:35:00,19944.5,19945.25,19942.25,19942.25,41
2025-05-01 04:36:00,19942.5,19942.75,19940.0,19942.75,25
2025-05-01 04:37:00,19943.0,19943.5,19941.25,19942.0,17
2025-05-01 04:38:00,19940.75,19942.0,19938.75,19940.25,33
2025-05-01 04:39:00,19940.0,19944.0,19940.0,19943.75,22
2025-05-01 04:40:00,19943.0,19944.5,19942.0,19943.5,28
2025-05-01 04:41:00,19943.5,19945.0,19942.0,19943.5,32
2025-05-01 04:42:00,19944.0,19944.75,19943.0,19943.75,22
2025-05-01 04:43:00,19943.5,19945.0,19939.25,19940.0,21
2025-05-01 04:44:00,19941.0,19941.5,19939.5,19940.75,38
2025-05-01 04:45:00,19939.75,19942.25,19939.25,19939.5,25
2025-05-01 04:46:00,19940.5,19945.0,19940.5,19944.0,47
2025-05-01 04:47:00,19943.25,19943.25,19939.25,19939.25,26
2025-05-01 04:48:00,19939.0,19940.0,19937.0,19939.5,51
2025-05-01 04:49:00,19940.0,19942.5,19938.5,19941.5,35
2025-05-01 04:50:00,19940.75,19944.5,19937.75,19943.5,42
2025-05-01 04:51:00,19943.5,19943.5,19941.75,19942.5,14
2025-05-01 04:52:00,19943.0,19943.0,19942.25,19942.25,2
2025-05-01 04:53:00,19942.5,19943.0,19942.0,19942.0,11
2025-05-01 04:54:00,19942.25,19942.75,19940.0,19940.0,15
2025-05-01 04:55:00,19941.0,19941.0,19939.75,19940.25,25
2025-05-01 04:56:00,19941.0,19941.0,19940.25,19941.0,18
2025-05-01 04:57:00,19941.0,19944.0,19940.75,19940.75,43
2025-05-01 04:58:00,19940.75,19941.25,19938.0,19938.5,40
