datetime,open,high,low,close,volume
2025-05-01 04:00:00,19956.5,19976.5,19901.25,19956.25,15395
2025-05-01 08:00:00,19955.75,20027.5,19931.5,20010.0,32342
2025-05-01 12:00:00,20008.75,20125.75,19860.0,19962.0,247214
2025-05-01 16:00:00,19963.0,20049.25,19857.75,19878.0,207248
2025-05-01 20:00:00,19878.25,19923.0,19749.5,19789.5,35048
2025-05-02 00:00:00,19790.0,19987.0,19755.0,19977.0,32918
2025-05-02 04:00:00,19993.5,19997.25,19883.25,19903.0,23932
2025-05-02 08:00:00,19902.0,19958.0,19864.0,19917.75,28633
2025-05-02 12:00:00,19918.25,20207.0,19911.0,20197.25,214547
2025-05-02 16:00:00,20197.0,20276.75,20152.25,20185.5,185482
2025-05-02 20:00:00,20186.0,20225.0,20177.5,20204.5,14117
2025-05-04 20:00:00,20181.5,20201.75,20052.5,20085.0,12590
2025-05-05 00:00:00,20084.75,20111.5,19991.5,20056.5,25700
2025-05-05 04:00:00,20056.5,20098.75,20017.0,20057.25,19484
2025-05-05 08:00:00,20058.0,20077.75,19966.0,19980.5,29805
2025-05-05 12:00:00,19980.75,20124.0,19970.5,20102.0,166613
2025-05-05 16:00:00,20102.25,20191.5,20044.75,20065.5,134947
2025-05-05 20:00:00,20065.75,20070.5,20002.25,20008.25,21666
2025-05-06 00:00:00,20008.75,20030.5,19932.25,19987.75,20260
2025-05-06 04:00:00,19985.5,19986.5,19893.5,19902.25,21240
2025-05-06 08:00:00,19902.5,19910.0,19806.0,19840.0,43027
2025-05-06 12:00:00,19840.25,19952.5,19739.25,19897.0,199568
2025-05-06 16:00:00,19895.75,20026.25,19837.5,19875.5,198935
2025-05-06 20:00:00,19876.0,20133.75,19799.5,20068.0,27844
2025-05-07 00:00:00,20067.25,20108.0,19976.0,20005.0,26192
2025-05-07 04:00:00,20017.5,20035.5,19953.0,20013.5,19667
2025-05-07 08:00:00,20014.25,20030.25,19966.75,19995.75,26453
2025-05-07 12:00:00,19995.5,19997.5,19787.0,19850.0,203279
2025-05-07 16:00:00,19848.0,20053.5,19678.75,19949.5,264382
2025-05-07 20:00:00,19949.25,19998.25,19910.75,19953.0,23385
2025-05-08 00:00:00,19952.75,20170.0,19925.5,20166.5,32944
