win_rate,reward_risk_ratio,initial_bet_percentage,rebalance_gain_threshold,rebalance_save_ratio,final_balance_median,final_geo_return_median,final_mdd_median,performance_score
0.45,3,0.02,0.45,0.2,6371.096358601242,0.018503478460021427,0.15353888633749496,0.12051330383723635
0.45,3,0.06,0.9,0.2,12364.052826253637,0.025211511036197898,0.2092133827291792,0.12050620618678819
0.45,3,0.04,0.3,0.25,4215.809275114159,0.01434791337452479,0.1190743915161743,0.12049537429360588
0.45,3,0.02,0.3,0.2,4817.5525172701255,0.01568878709899424,0.13023608933792544,0.12046420603344683
0.45,3,0.08,0.2,0.15,6922.080610847902,0.01934025360104119,0.16056911970304008,0.12044815115639584
0.45,3,0.02,0.45,0.15,7333.980912103582,0.019923786731330995,0.16544047513689458,0.12042873253866657
0.45,3,0.06,0.9,0.15,14024.960659141685,0.026491746782002057,0.220469792642437,0.12016043769300852
0.45,3,0.04,0.9,0.15,11983.709749741261,0.024894403394316256,0.20719589852283127,0.12014911285308623
0.45,3,0.06,0.9,0.0,20124.752247766774,0.0301683982273504,0.25176138773532813,0.11982932926579612
0.45,3,0.04,0.45,0.25,6076.370121975647,0.01802596202539697,0.15066833919999995,0.11964001276651078
0.45,3,0.04,0.9,0.25,9578.982017932809,0.02262412306537842,0.18927522940991456,0.11953029002216246
0.45,3,0.04,0.6,0.25,7175.742629740638,0.019703545265805644,0.16509906815577777,0.11934377029441824
0.45,3,0.06,0.6,0.25,8607.704455625699,0.021542195965049027,0.18054893275938844,0.11931500029278819
0.45,3,0.08,0.6,0.25,10000.100624631565,0.023059831767751504,0.19343173627594862,0.11921431411262565
0.45,3,0.06,0.9,0.3,9563.77161213466,0.022608033003263084,0.1897445328357237,0.11914985198986777
0.45,3,0.02,0.9,0.0,13909.962478660567,0.02640807243651544,0.22168000000000007,0.11912699583415477
0.45,3,0.08,0.9,0.0,28265.99260042065,0.033639156257360026,0.28240141312,0.11911822921036815
0.45,3,0.06,0.9,0.25,10903.979566847816,0.023936723136331772,0.20097677770850092,0.11910193510540744
0.45,3,0.1,0.3,0.0,52702.67229639081,0.040034744132988465,0.33714436625021094,0.11874659089891708
0.45,3,0.04,0.9,0.2,10725.303185659905,0.02376923612670434,0.20043219001785256,0.11858991374882052
0.45,3,0.02,0.6,0.2,7478.381863921881,0.02012070124973575,0.16979199999999994,0.11850205692692092
0.45,3,0.02,0.3,0.25,4099.587273892079,0.014067196107715452,0.11878529683565854,0.11842539844958803
0.45,3,0.04,0.6,0.3,6249.439036374268,0.018309075168313482,0.15474243392123493,0.1183196793817586
0.45,3,0.06,0.2,0.2,4991.442050918926,0.01604543524214508,0.13572010196992002,0.11822445613621237
0.45,3,0.02,0.45,0.25,5544.483381401781,0.017103060795895964,0.14507223017667975,0.11789341609394564
0.45,3,0.06,0.3,0.25,5249.969227743076,0.01655355840554562,0.14064947716508172,0.11769370735816202
0.45,3,0.02,0.6,0.25,6624.120686433173,0.01889629386067382,0.1607876162803346,0.11752331614723341
0.45,3,0.04,0.45,0.3,5229.259017939992,0.016513776447691475,0.1407525920229855,0.11732484787914033
0.45,3,0.08,0.3,0.2,8154.912271404808,0.02099579491335113,0.17908619451108765,0.11723848938032591
0.45,3,0.08,0.9,0.2,16107.861905948426,0.02790000997557418,0.23828640521114372,0.11708603330035634
0.45,3,0.08,0.9,0.15,18582.558583304235,0.029355527806008364,0.2516229402762111,0.1166647515277592
0.45,3,0.1,0.45,0.15,20024.544113651213,0.03011748483301202,0.2582133356130357,0.11663799145581992
0.45,3,0.08,0.9,0.25,13885.5832178275,0.026390245761391595,0.22635194909627207,0.11658943458077885
0.45,3,0.06,0.45,0.3,5508.9415483059765,0.01703830118798022,0.14652617820505037,0.11628161872983973
0.45,3,0.1,0.45,0.0,51488.66712503355,0.03979479734709157,0.34247526400000006,0.11619758134441956
0.45,3,0.1,0.6,0.15,23779.98196947644,0.03187206813182608,0.2744295243065196,0.11613935567744194
0.45,3,0.06,0.6,0.3,7364.580563378409,0.019965833010075262,0.172,0.11608042447718177
0.45,3,0.02,0.9,0.15,10454.01602743093,0.02350958117414259,0.20266823679999993,0.11600032420148138
0.45,3,0.02,0.9,0.2,9489.03697247024,0.022528606375515015,0.19421286705796031,0.11599955614059106
0.45,3,0.08,0.45,0.25,8455.492499155898,0.0213617586073247,0.18435038838845183,0.11587585355292288
0.45,3,0.04,0.9,0.3,8526.133209627535,0.021445895099515555,0.18509454556883753,0.11586454389354076
0.45,3,0.02,0.45,0.3,4833.1524978685775,0.015721298944756823,0.13572010196992002,0.11583618577181126
0.45,3,0.02,0.6,0.3,5857.153599909781,0.01765567207938401,0.15267889309398908,0.11563924601231675
0.45,3,0.1,0.3,0.15,12862.531020915842,0.02561279456449317,0.22167999999999996,0.1155394919004564
0.45,3,0.02,0.2,0.2,3817.9035030563737,0.013352732822718205,0.11564799999999986,0.11546012747923198
0.45,3,0.1,0.6,0.2,18426.337813331036,0.029269489650570968,0.2535477682109799,0.11543974477509698
0.45,3,0.02,0.9,0.25,8591.779910768937,0.021523467047498968,0.18654667421327287,0.1153784549538089
0.45,3,0.1,0.6,0.0,50025.33671701155,0.03949801313156154,0.34247526400000006,0.11533099550092334
0.45,3,0.1,0.2,0.0,57994.208749973695,0.041020432695721976,0.3571716919567265,0.11484793901497616
0.45,3,0.1,0.45,0.2,14596.402005941394,0.02689771218079029,0.23562749439999991,0.11415353819078891
0.45,3,0.1,0.9,0.2,24065.32669645134,0.03199393783776294,0.2811481075499056,0.11379745044907981
0.45,3,0.02,0.9,0.3,7758.811806945283,0.020492585485826775,0.18034599291239475,0.11362928088888172
0.45,3,0.08,0.6,0.3,8266.683148073302,0.02113341501003585,0.18639615999999998,0.11337902567325342
0.45,3,0.1,0.9,0.15,29165.08820421126,0.03395966454703003,0.3012390682234677,0.11273326779061005
0.45,3,0.08,0.9,0.3,11949.304072114202,0.02486522814437131,0.2209749740830719,0.11252508682283469
0.45,3,0.1,0.6,0.25,14273.975684114248,0.026670629576985072,0.23828956280042907,0.11192529485364874
0.45,3,0.12,0.45,0.0,113765.30086425855,0.04798853832623029,0.429073901830144,0.1118421281777873
0.45,3,0.08,0.45,0.3,6850.386149814376,0.019235182518416827,0.17200000000000007,0.11183245650242336
0.5,3,0.1,0.3,0.3,5253.2059409055455,0.016559761720488897,0.14825700688005533,0.11169631755675652
0.45,3,0.1,0.9,0.0,50209.203913212055,0.0395357727423985,0.35488113015676465,0.11140567751498658
0.45,3,0.1,0.9,0.25,19790.435696220276,0.029997549917995636,0.26943302616549664,0.11133583118934325
0.45,3,0.08,0.2,0.2,4951.418376498884,0.01596444878478409,0.14343787724800008,0.11129869662796253
0.5,3,0.1,0.2,0.25,5540.902828325006,0.01709655543346944,0.1537222239414115,0.11121720070863332
0.45,3,0.12,0.6,0.0,102818.00425660977,0.046939237984460536,0.42291712000000004,0.11098921222309593
0.45,3,0.12,0.6,0.15,41288.96746451947,0.0375244898835857,0.3391842532080185,0.1106315801181144
0.45,3,0.02,0.2,0.25,3208.2704751234896,0.011608765721882186,0.10511039415756013,0.11044355617657266
0.45,3,0.12,0.45,0.15,34395.881624681184,0.035649822566926836,0.32342694849411796,0.11022526951731478
0.45,3,0.12,0.9,0.2,33734.22513284856,0.03545066951806852,0.3216804138041021,0.11020462545057957
0.5,3,0.08,0.2,0.3,3219.370059685358,0.011643358401623227,0.10570675343664052,0.11014772493795423
0.5,3,0.12,0.3,0.25,9382.983832930277,0.022414825408917483,0.20351999999999992,0.11013573805482257
0.45,3,0.12,0.9,0.15,43609.30506134196,0.0380862941434601,0.34593264467477697,0.1100974271429813
0.45,3,0.1,0.9,0.3,16221.759253564036,0.027971721579380993,0.2548690591743999,0.1097493813881924
0.45,3,0.12,0.2,0.0,157439.2405696595,0.05136519049133159,0.46908375039999994,0.10950110816571913
0.45,3,0.04,0.2,0.25,3520.3222854440737,0.012538876976344815,0.11452656639999997,0.10948443990323645
0.45,3,0.12,0.3,0.0,128177.40937714808,0.04922691019532777,0.4496952666014875,0.10946726339228258
0.45,3,0.04,0.3,0.3,3555.6673080425912,0.012639035173369062,0.11564799999999997,0.10928883485550174
0.45,3,0.1,0.6,0.3,11074.125659381578,0.024093707153513444,0.22167999999999996,0.10868687817355399
