hour,vol,freq,holiday_filter_type
22,1.1161133879781424,15m,include
23,0.9941558441558439,15m,include
0,1.3114641434262948,15m,exclude
1,1.3612250996015933,15m,exclude
2,1.2397609561752987,15m,exclude
3,1.0865737051792828,15m,exclude
4,1.0380776892430281,15m,exclude
5,1.0256274900398403,15m,exclude
6,1.0677091633466136,15m,exclude
7,1.0201792828685263,15m,exclude
8,1.0933466135458174,15m,exclude
9,1.0461852589641432,15m,exclude
10,1.020916334661355,15m,exclude
11,1.0227888446215136,15m,exclude
12,1.2318525896414345,15m,exclude
13,1.5229980079681278,15m,exclude
14,1.780159362549801,15m,exclude
15,1.6429581673306777,15m,exclude
16,1.475209163346613,15m,exclude
17,1.297420318725099,15m,exclude
18,1.301972111553785,15m,exclude
19,1.2600398406374502,15m,exclude
20,1.2534960159362551,15m,exclude
21,1.1654382470119522,15m,exclude
22,1.0846912350597608,15m,exclude
23,0.9521136590229308,15m,exclude
0,1.0804130434782613,15m,only
1,1.0437826086956525,15m,only
2,0.9767826086956519,15m,only
3,0.9324782608695651,15m,only
4,0.9348695652173923,15m,only
5,0.9146739130434792,15m,only
6,0.8543478260869564,15m,only
7,0.8280000000000001,15m,only
8,0.8523695652173906,15m,only
9,0.890260869565218,15m,only
10,0.8870434782608697,15m,only
11,0.8847826086956526,15m,only
12,0.9701739130434776,15m,only
13,1.0092826086956523,15m,only
14,1.1250434782608694,15m,only
15,1.1847608695652163,15m,only
16,1.2252826086956523,15m,only
17,1.1700434782608702,15m,only
18,1.0008478260869567,15m,only
19,0.9246304347826086,15m,only
20,1.0437173913043474,15m,only
21,1.1133260869565218,15m,only
22,1.184695652173914,15m,only
23,1.0858260869565215,15m,only
0,0.6866575591985425,5m,include
1,0.6900068306010929,5m,include
2,0.636331967213115,5m,include
3,0.567037795992714,5m,include
4,0.5518306010928963,5m,include
5,0.5431466302367941,5m,include
6,0.5460200364298726,5m,include
7,0.5379166666666665,5m,include
8,0.5626662112932608,5m,include
9,0.5475204918032788,5m,include
10,0.5398383424408015,5m,include
11,0.5428574681238615,5m,include
12,0.634603825136612,5m,include
13,0.7506124772313297,5m,include
14,0.8681853369763204,5m,include
15,0.836794171220401,5m,include
16,0.7853984517304191,5m,include
17,0.701835154826958,5m,include
18,0.6782809653916213,5m,include
19,0.6461930783242259,5m,include
20,0.6609426229508197,5m,include
21,0.621712204007286,5m,include
22,0.6072973588342441,5m,include
23,0.5524247948951684,5m,include
0,0.7231075697211151,5m,exclude
1,0.7449468791500663,5m,exclude
2,0.6852755644090309,5m,exclude
3,0.59601593625498,5m,exclude
4,0.5741467463479417,5m,exclude
5,0.5634661354581673,5m,exclude
6,0.5817397078353255,5m,exclude
7,0.5718891102257634,5m,exclude
8,0.6032503320053124,5m,exclude
9,0.5747841965471449,5m,exclude
10,0.5648970783532539,5m,exclude
11,0.5678353253652056,5m,exclude
12,0.6810192563081008,5m,exclude
13,0.8380876494023907,5m,exclude
14,0.9831175298804781,5m,exclude
15,0.9184362549800803,5m,exclude
16,0.8255810092961487,5m,exclude
17,0.7217994687915007,5m,exclude
18,0.7297177954847277,5m,exclude
19,0.7029780876494025,5m,exclude
20,0.7007470119521911,5m,exclude
21,0.6342729083665339,5m,exclude
22,0.5909661354581672,5m,exclude
23,0.5256117021276593,5m,exclude
0,0.6071014492753625,5m,only
1,0.5700942028985511,5m,only
2,0.5295072463768115,5m,only
3,0.5037898550724638,5m,only
4,0.5031231884057971,5m,only
5,0.4987971014492752,5m,only
6,0.468057971014493,5m,only
7,0.4637681159420289,5m,only
8,0.47408695652173916,5m,only
9,0.48801449275362346,5m,only
10,0.48514492753623173,5m,only
11,0.4883405797101452,5m,only
12,0.5332971014492757,5m,only
13,0.559688405797101,5m,only
14,0.6173333333333327,5m,only
15,0.6586014492753621,5m,only
16,0.6976956521739135,5m,only
17,0.6582608695652173,5m,only
18,0.5660144927536237,5m,only
19,0.5222536231884061,5m,only
20,0.5740652173913047,5m,only
21,0.5942971014492752,5m,only
22,0.6429420289855075,5m,only
23,0.6108695652173913,5m,only
0,0.278311475409836,1m,include
1,0.2788205828779599,1m,include
2,0.2580887978142077,1m,include
3,0.2304617486338798,1m,include
4,0.22296903460837894,1m,include
5,0.21925637522768662,1m,include
6,0.21872404371584714,1m,include
7,0.21929690346083766,1m,include
8,0.23022586520947186,1m,include
9,0.22375045537340613,1m,include
10,0.2214180327868853,1m,include
11,0.22224089253187612,1m,include
12,0.2600737704918032,1m,include
13,0.3059530965391622,1m,include
14,0.3552372495446265,1m,include
15,0.347025956284153,1m,include
16,0.32339116575591986,1m,include
17,0.28899772313296906,1m,include
18,0.2802982695810565,1m,include
19,0.26579599271402543,1m,include
20,0.2677636612021857,1m,include
21,0.24237340619307837,1m,include
22,0.23815664845173054,1m,include
23,0.2253445761166817,1m,include
0,0.2926042496679945,1m,exclude
1,0.3000458167330677,1m,exclude
2,0.27930610889774243,1m,exclude
3,0.24418924302788844,1m,exclude
4,0.23242828685258973,1m,exclude
5,0.2287250996015935,1m,exclude
6,0.2336985391766269,1m,exclude
7,0.23445617529880455,1m,exclude
8,0.24741102257636133,1m,exclude
9,0.2354661354581673,1m,exclude
10,0.2323300132802126,1m,exclude
11,0.23311088977423633,1m,exclude
12,0.2791666666666666,1m,exclude
13,0.34271381142098295,1m,exclude
14,0.40352191235059753,1m,exclude
15,0.384206507304117,1m,exclude
16,0.3417629482071713,1m,exclude
17,0.2994687915006641,1m,exclude
18,0.3019223107569721,1m,exclude
19,0.28922908366533845,1m,exclude
20,0.28422111553784846,1m,exclude
21,0.24808698539176638,1m,exclude
22,0.23338711819389116,1m,exclude
23,0.21466223404255305,1m,exclude
0,0.24711594202898576,1m,only
1,0.23249420289855077,1m,only
2,0.21177971014492747,1m,only
3,0.20050000000000004,1m,only
4,0.20232318840579716,1m,only
5,0.19858985507246382,1m,only
6,0.18604057971014518,1m,only
7,0.18621014492753601,1m,only
8,0.1927173913043479,1m,only
9,0.19817971014492738,1m,only
10,0.1976014492753622,1m,only
11,0.1985159420289856,1m,only
12,0.21840144927536223,1m,only
13,0.22571884057970987,1m,only
14,0.24985072463768093,1m,only
15,0.2658753623188403,1m,only
16,0.2832927536231884,1m,only
17,0.26614347826086954,1m,only
18,0.23310144927536247,1m,only
19,0.21465072463768126,1m,only
20,0.23184347826086943,1m,only
21,0.2299028985507246,1m,only
22,0.2485666666666669,1m,only
23,0.24862898550724621,1m,only
