hour,vol,freq,holiday_filter_type
9,1.0945652173913036,5m,only
10,1.073188405797101,5m,only
11,1.0511594202898547,5m,only
12,1.2437681159420284,5m,only
13,1.2835507246376816,5m,only
14,1.3557971014492745,5m,only
15,1.3489855072463768,5m,only
16,1.458840579710145,5m,only
17,1.3759420289855073,5m,only
18,1.1730434782608703,5m,only
19,1.072101449275361,5m,only
20,1.1379710144927526,5m,only
21,1.1105072463768118,5m,only
22,1.305289855072463,5m,only
23,1.2410144927536235,5m,only
0,0.6404885844748858,1m,include
1,0.6362511415525115,1m,include
2,0.5753835616438356,1m,include
3,0.5070821917808218,1m,include
4,0.47502739726027393,1m,include
5,0.46363926940639266,1m,include
6,0.46470319634703194,1m,include
7,0.4865936073059358,1m,include
8,0.4980593607305939,1m,include
9,0.49130136986301337,1m,include
10,0.4778036529680362,1m,include
11,0.4673059360730589,1m,include
12,0.5659634703196347,1m,include
13,0.6667397260273973,1m,include
14,0.74696803652968,1m,include
15,0.700146118721461,1m,include
16,0.6629680365296803,1m,include
17,0.5867486401243311,1m,include
18,0.5495924908424904,1m,include
19,0.5063598901098897,1m,include
20,0.5206822344322343,1m,include
21,0.45939560439560445,1m,include
22,0.4745512820512823,1m,include
23,0.45925824175824187,1m,include
0,0.6846200000000001,1m,exclude
1,0.67912,1m,exclude
2,0.6187466666666666,1m,exclude
3,0.5395000000000001,1m,exclude
4,0.5124533333333334,1m,exclude
5,0.5028866666666665,1m,exclude
6,0.5135733333333331,1m,exclude
7,0.5393866666666665,1m,exclude
8,0.5489400000000003,1m,exclude
9,0.5297399999999995,1m,exclude
10,0.5156399999999995,1m,exclude
11,0.5026533333333328,1m,exclude
12,0.6143,1m,exclude
13,0.7503266666666668,1m,exclude
14,0.852133333333333,1m,exclude
15,0.7825066666666665,1m,exclude
16,0.70938,1m,exclude
17,0.6141149762969883,1m,exclude
18,0.600013386880856,1m,exclude
19,0.5561111111111109,1m,exclude
20,0.5648661311914325,1m,exclude
21,0.4889022757697456,1m,exclude
22,0.4784136546184741,1m,exclude
23,0.4543574297188756,1m,exclude
0,0.544550724637681,1m,only
1,0.543057971014493,1m,only
2,0.4811159420289856,1m,only
3,0.43660869565217364,1m,only
4,0.39366666666666617,1m,only
5,0.37831884057971016,1m,only
6,0.35846376811594266,1m,only
7,0.3718260869565212,1m,only
8,0.38744927536231943,1m,only
9,0.40773913043478244,1m,only
10,0.395550724637681,1m,only
11,0.390463768115942,1m,only
12,0.4608840579710143,1m,only
13,0.48502898550724644,1m,only
14,0.5183478260869565,1m,only
15,0.5211014492753622,1m,only
16,0.5620724637681156,1m,only
17,0.5273478260869565,1m,only
18,0.44042028985507253,1m,only
19,0.3986376811594192,1m,only
20,0.4250144927536226,1m,only
21,0.3955072463768117,1m,only
22,0.4661884057971016,1m,only
23,0.4698695652173914,1m,only
