hour,vol,freq,holiday_filter_type
9,0.060340579710144907,5m,only
10,0.058760869565217366,5m,only
11,0.06340579710144932,5m,only
12,0.06994202898550726,5m,only
13,0.07223913043478261,5m,only
14,0.07661594202898557,5m,only
15,0.08210144927536236,5m,only
16,0.08392753623188404,5m,only
17,0.07807971014492758,5m,only
18,0.06578260869565228,5m,only
19,0.06128260869565211,5m,only
20,0.06729710144927532,5m,only
21,0.06303623188405796,5m,only
22,0.07042028985507247,5m,only
23,0.0673768115942029,5m,only
0,0.0347050228310502,1m,include
1,0.033539726027397264,1m,include
2,0.02976347031963468,1m,include
3,0.026033333333333332,1m,include
4,0.024751141552511402,1m,include
5,0.023385388127853898,1m,include
6,0.02439086757990867,1m,include
7,0.025420091324200925,1m,include
8,0.027438812785388136,1m,include
9,0.02574063926940639,1m,include
10,0.025496803652968032,1m,include
11,0.025633789954337925,1m,include
12,0.030579908675799093,1m,include
13,0.03586438356164382,1m,include
14,0.04025890410958903,1m,include
15,0.038647031963470316,1m,include
16,0.03583835616438355,1m,include
17,0.03127428127428126,1m,include
18,0.02972527472527472,1m,include
19,0.027037087912087896,1m,include
20,0.027630494505494495,1m,include
21,0.024881868131868136,1m,include
22,0.02465705128205127,1m,include
23,0.023446886446886455,1m,include
0,0.03607666666666665,1m,exclude
1,0.03587266666666668,1m,exclude
2,0.03167733333333331,1m,exclude
3,0.02715333333333332,1m,exclude
4,0.026317999999999994,1m,exclude
5,0.024792666666666678,1m,exclude
6,0.026121999999999996,1m,exclude
7,0.027557333333333333,1m,exclude
8,0.029861333333333327,1m,exclude
9,0.02769000000000001,1m,exclude
10,0.027434000000000004,1m,exclude
11,0.02685666666666669,1m,exclude
12,0.03293866666666667,1m,exclude
13,0.04018799999999999,1m,exclude
14,0.0457413333333333,1m,exclude
15,0.04233666666666666,1m,exclude
16,0.03790599999999999,1m,exclude
17,0.03255157220108149,1m,exclude
18,0.03258634538152608,1m,exclude
19,0.029551539491298514,1m,exclude
20,0.029431057563587687,1m,exclude
21,0.026340026773761724,1m,exclude
22,0.024958500669344037,1m,exclude
23,0.023016733601070965,1m,exclude
0,0.031723188405797055,1m,only
1,0.028468115942028978,1m,only
2,0.025602898550724625,1m,only
3,0.023598550724637696,1m,only
4,0.02134492753623185,1m,only
5,0.02032608695652176,1m,only
6,0.02062753623188406,1m,only
7,0.020773913043478292,1m,only
8,0.022172463768115987,1m,only
9,0.021502898550724618,1m,only
10,0.02128550724637679,1m,only
11,0.02297536231884061,1m,only
12,0.025452173913043483,1m,only
13,0.02646521739130433,1m,only
14,0.028340579710144944,1m,only
15,0.03062608695652173,1m,only
16,0.03134347826086956,1m,only
17,0.028501449275362314,1m,only
18,0.023530434782608755,1m,only
19,0.02159275362318839,1m,only
20,0.023731884057970987,1m,only
21,0.02172463768115942,1m,only
22,0.02400434782608694,1m,only
23,0.024378260869565207,1m,only
