hour,price_level,avg_vol,freq
14,4位-3,4.6970507381639175,1m
14,4位-4,5.962037037037042,1m
15,4位-1,2.6565333333333356,1m
15,4位-2,3.8650666955861595,1m
15,4位-3,4.586274325708426,1m
15,4位-4,7.1825396825396535,1m
16,4位-1,2.4505114254624587,1m
16,4位-2,3.526807496479253,1m
16,4位-3,4.19781672080697,1m
16,4位-4,4.1688461538461485,1m
17,4位-1,2.6811370558375636,1m
17,4位-2,3.2296991825613066,1m
17,4位-3,3.8210364699810677,1m
17,4位-4,5.522168674698808,1m
18,4位-1,2.5015336787564793,1m
18,4位-2,3.213271428571427,1m
18,4位-3,3.5972494834710687,1m
18,4位-4,4.808427672955972,1m
19,4位-1,2.2620059582919563,1m
19,4位-2,2.8972963126517968,1m
19,4位-3,3.591007330746005,1m
19,4位-4,4.533722222222205,1m
20,4位-1,1.7666524520255897,1m
20,4位-2,2.8343190237524514,1m
20,4位-3,3.623963097713091,1m
20,4位-4,3.9668888888888736,1m
21,4位-1,1.668774662512983,1m
21,4位-2,2.623976034858389,1m
21,4位-3,3.272071720065989,1m
21,4位-4,3.231555555555542,1m
22,4位-1,1.7363179487179528,1m
22,4位-2,2.7793745870953535,1m
22,4位-3,3.0342010509087767,1m
22,4位-4,2.4677011494252907,1m
23,4位-1,1.7135477178423244,1m
23,4位-2,2.260994396220191,1m
23,4位-3,2.8664904880778086,1m
23,4位-4,3.3009493670885686,1m
